legacy_id,donor_name,gift_date,gift_amount,gift_type,notes,migrated_date,data_source
38163,R. Hunt,2021-09-10,5.19,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38164,Beverley Thomas,2021-10-10,36.0,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38165,B. Thomas,2021-03-30,34.55,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38166,Beverley T.,2020-05-03,18.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38167,Beverley T.,2022-10-10,12.15,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38168,B. Thomas,2018-04-14,4.32,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38169,Stacey Wood,2021-12-07,23.32,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38170,Stacey W.,2019-01-15,14.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38171,Stacey W.,2021-12-15,6.86,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38172,N. Hargreaves,2021-04-01,7.3,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38173,"Sanderson, Steven",2021-05-17,44.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38174,Steven Sanderson,2020-06-06,26.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38175,"Howard, Tracy",2018-07-18,37.73,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38176,Tracy H.,2020-02-24,18.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38177,Gerard D.,2021-12-16,3.41,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38178,G. Doherty,2022-01-11,58.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38179,Gerard D.,2020-03-01,18.69,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38180,Kathleen Sykes,2018-08-04,25.46,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38181,Leigh Jones,2018-11-17,14.29,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38182,Leigh Jones,2019-12-04,25.75,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38183,L. Jones,2018-04-29,22.15,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38184,L. Jones,2019-05-22,105.81,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38185,Leigh Jones,2022-05-13,18.26,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38186,Nigel Smith,2022-10-22,36.92,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38187,Nigel S.,2018-03-01,12.63,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38188,A. Swift,2022-07-31,54.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38189,"Swift, Aimee",2018-06-23,51.27,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38190,Graham M.,2021-10-19,9.0,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38191,Declan N.,2019-03-13,9.87,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38192,"Nixon, Declan",2020-09-07,6.28,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38193,Declan Nixon,2022-11-26,22.03,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38194,"Lee, David",2018-04-18,8.12,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38195,David L.,2018-09-19,15.99,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38196,D. Lee,2022-06-26,2.35,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38197,Allan Wilson,2020-12-26,11.03,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38198,Allan Wilson,2020-07-11,54.94,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38199,Jasmine K.,2020-03-12,5.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38200,"Kaur, Jasmine",2020-07-20,9.08,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38201,Jeremy Holland,2018-08-14,10.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38202,Jeremy Holland,2018-03-31,10.94,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38203,Jeremy Holland,2019-11-18,38.6,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38204,J. Holland,2018-12-18,30.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38205,Jayne Murray,2021-07-19,25.46,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38206,J. Murray,2020-10-24,15.88,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38207,Jayne Murray,2020-08-01,186.05,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38208,N. Edwards,2019-07-16,17.11,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38209,N. Edwards,2019-11-16,52.8,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38210,"Powell, Brett",2022-04-07,5.6,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38211,Brett Powell,2020-10-02,19.22,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38212,Brett Powell,2018-01-07,11.36,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38213,Connor Richardson,2018-02-18,24.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38214,C. Richardson,2021-01-19,84.93,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38215,C. Richardson,2022-12-01,30.03,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38216,Connor R.,2019-04-14,41.02,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38217,Connor Richardson,2018-01-09,70.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38218,N. Bennett,2021-10-01,34.16,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38219,"Bennett, Neil",2018-07-20,78.15,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38220,"Bennett, Neil",2022-03-21,65.74,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38221,Neil B.,2022-10-11,45.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38222,"Bennett, Neil",2020-01-28,9.11,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38223,"Rowley, Kyle",2018-01-16,58.86,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38224,A. Scott,2019-12-06,15.93,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38225,R. Mitchell,2018-03-04,52.99,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38226,"Mitchell, Rosemary",2019-05-16,9.58,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38227,"Griffin, Sandra",2018-10-08,9.28,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38228,"Griffin, Sandra",2020-10-18,91.43,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38229,Molly B.,2021-01-08,49.74,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38230,Catherine B.,2021-11-01,48.05,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38231,Catherine B.,2018-05-10,10.16,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38232,Catherine B.,2020-12-16,27.61,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38233,"Baker, Catherine",2020-08-27,87.2,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38234,Catherine Baker,2020-11-04,35.71,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38235,Victor Curtis,2020-12-30,97.81,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38236,Victor Curtis,2021-04-25,55.75,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38237,V. Curtis,2019-12-23,23.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38238,"Curtis, Victor",2020-07-28,9.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38239,Molly Smith,2020-02-18,57.32,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38240,M. Smith,2022-04-19,7.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38241,M. Smith,2018-04-30,26.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38242,Molly Smith,2022-06-29,20.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38243,"Smith, Molly",2019-08-28,50.02,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38244,Martyn Holmes,2021-08-10,58.24,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38245,Martyn Holmes,2021-07-19,22.87,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38246,Martyn Holmes,2020-11-25,10.89,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38247,M. Holmes,2022-09-03,6.31,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38248,L. Khan,2020-09-01,42.19,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38249,J. Price,2020-01-06,6.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38250,Michael Weston,2018-08-18,53.96,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38251,"Weston, Michael",2020-03-02,6.26,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38252,"Lynch, Richard",2018-06-03,5.75,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38253,Graeme Q.,2020-06-19,23.96,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38254,"Quinn, Graeme",2019-08-29,1.93,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38255,Graeme Q.,2018-12-05,12.98,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38256,"Quinn, Graeme",2018-06-09,9.94,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38257,"Thomas, John",2020-08-11,17.73,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38258,John Thomas,2020-07-13,18.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38259,John Thomas,2021-05-05,18.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38260,John T.,2020-10-26,118.06,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38261,"Thomas, John",2022-05-15,29.04,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38262,"Turner, Rhys",2021-05-06,42.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38263,"Turner, Rhys",2020-11-24,16.22,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38264,Rhys Turner,2021-07-20,3.13,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38265,R. Turner,2018-12-01,33.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38266,Rhys Turner,2021-01-18,6.22,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38267,Barry C.,2022-04-17,12.29,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38268,"Coleman, Barry",2019-07-12,76.52,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38269,Barry Coleman,2020-12-25,5.71,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38270,Gareth Atkins,2020-11-03,28.44,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38271,Gareth Atkins,2020-08-17,27.88,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38272,"Manning, Jordan",2019-03-01,37.74,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38273,S. Coates,2020-02-16,30.37,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38274,"Coates, Suzanne",2022-03-02,7.24,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38275,Suzanne Coates,2019-11-20,24.79,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38276,Sara L.,2020-03-31,41.29,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38277,Sara L.,2019-05-09,21.98,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38278,Sara L.,2020-11-28,70.23,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38279,Sara L.,2021-03-16,39.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38280,"Hardy, Rebecca",2021-03-14,3.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38281,R. Hardy,2020-10-22,8.42,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38282,"Hardy, Rebecca",2020-04-13,8.75,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38283,Rebecca Hardy,2022-02-09,34.87,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38284,Jeremy Kemp,2021-04-14,12.31,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38285,"Kemp, Jeremy",2022-04-27,9.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38286,Jayne R.,2020-03-17,14.0,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38287,Jayne Robson,2020-12-07,22.86,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38288,Nicola M.,2022-01-21,68.25,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38289,Nicola M.,2019-08-24,7.85,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38290,"Bartlett, Rita",2018-07-28,42.95,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38291,R. Bartlett,2018-02-18,21.78,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38292,Rita B.,2022-03-21,43.2,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38293,"Watkins, Gemma",2020-10-26,3.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38294,Gemma Watkins,2022-09-03,32.64,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38295,Gemma Watkins,2019-07-28,56.58,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38296,Gemma W.,2018-08-07,22.78,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38297,L. Robinson,2022-03-12,40.85,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38298,Louise Robinson,2020-01-01,22.94,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38299,L. Robinson,2020-01-30,22.49,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38300,Louise Robinson,2018-10-02,11.43,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38301,Henry L.,2022-07-16,4.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38302,"Murray, Dean",2021-12-03,16.12,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38303,"Murray, Dean",2020-02-05,17.3,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38304,Dean M.,2022-07-04,8.56,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38305,"Murray, Dean",2022-11-30,63.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38306,D. Murray,2021-04-15,3.0,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38307,J. Williams,2018-06-22,5.99,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38308,June W.,2019-04-16,52.0,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38309,"Williams, June",2021-03-11,2.32,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38310,June Williams,2018-12-29,5.55,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38311,June Williams,2018-02-21,9.83,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38312,"Jones, Jay",2021-10-04,18.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38313,Jay J.,2022-09-10,81.73,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38314,"Jones, Jay",2018-09-19,3.25,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38315,J. Jones,2018-05-19,8.8,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38316,A. Collins,2021-01-19,24.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38317,Gemma Holden,2021-03-25,17.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38318,"Holden, Gemma",2019-08-25,9.15,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38319,Gemma H.,2021-12-26,15.75,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38320,G. Holden,2021-06-27,37.09,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38321,Susan Davis,2022-10-28,26.86,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
38322,S. Davis,2022-06-19,6.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
